Title,Description,Published At,URL,text,Manual Bias
MSMEs urge T.N. Government to subsidise rooftop solar panels and reduce power costs,MSMEs urge T.N. Government to subsidise rooftop solar panels and reduce power costs,2025-02-20T14:24:44+00:00,https://www.thehindu.com/news/cities/Coimbatore/msmes-urge-tn-government-to-subsidise-rooftop-solar-panels-and-reduce-power-costs/article69242537.ece,MSMEs urge T.N. Government to subsidise rooftop solar panels and reduce power costs. MSMEs urge T.N. Government to subsidise rooftop solar panels and reduce power costs,Neutral
"What Gujarat, Punjab, Maharashtra, West Bengal, Kerala have in common -- workers here more than 70 hrs a week","According to recent government data, Gujarat, Punjab, Maharashtra, West Bengal, and Kerala have been identified as the top five states in which a higher percentage of individuals are spending more than 70 hours working in a week",2025-02-20T14:24:16+00:00,https://www.businesstoday.in/latest/economy/story/what-gujarat-punjab-maharashtra-west-bengal-kerala-have-in-common-workers-here-more-than-70-hrs-a-week-465399-2025-02-20?utm_source=rssfeed,"What Gujarat, Punjab, Maharashtra, West Bengal, Kerala have in common -- workers here more than 70 hrs a week. According to recent government data, Gujarat, Punjab, Maharashtra, West Bengal, and Kerala have been identified as the top five states in which a higher percentage of individuals are spending more than 70 hours working in a week",Right-wing
"Labour Minister warns of strict action against negligent doctors, staff in ESI hospitals in Andhra Pradesh","The NDA government in the State has prioritised workers’ healthcare and is planning to expand facilities, says Subhash",2025-02-20T13:47:39+00:00,https://www.thehindu.com/news/national/andhra-pradesh/labour-minister-warns-of-strict-action-against-negligent-doctors-staff-in-esi-hospitals-in-andhra-pradesh/article69242719.ece,"Labour Minister warns of strict action against negligent doctors, staff in ESI hospitals in Andhra Pradesh. The NDA government in the State has prioritised workers’ healthcare and is planning to expand facilities, says Subhash",Neutral
Tax rebate in Union Budget to boost deposits and consumption equally: SBI Chairman Dinesh Khara,"According to him, out of the Rs 1 lakh crore tax foregone by the Union government, half of it may come to the banking system in the form of deposits and reduce the unsecured loans in the system.",2025-02-20T12:50:11+00:00,https://www.businesstoday.in/latest/economy/story/tax-rebate-in-union-budget-to-boost-deposits-and-consumption-equally-sbi-chairman-dinesh-khara-465374-2025-02-20?utm_source=rssfeed,"Tax rebate in Union Budget to boost deposits and consumption equally: SBI Chairman Dinesh Khara. According to him, out of the Rs 1 lakh crore tax foregone by the Union government, half of it may come to the banking system in the form of deposits and reduce the unsecured loans in the system.",Neutral
"Modi govt putting India's national security, territorial integrity at risk: Kharge","The Congress chief said that in Himachal Pradesh, where 75 villages need to be improved, the Modi government at the Centre has given almost no funds for it",2025-02-20T11:50:01+00:00,https://www.thehindu.com/news/national/modi-govt-putting-indias-national-security-territorial-integrity-at-risk-kharge/article69242508.ece,"Modi govt putting India's national security, territorial integrity at risk: Kharge. The Congress chief said that in Himachal Pradesh, where 75 villages need to be improved, the Modi government at the Centre has given almost no funds for it",Left-wing
"Telangana CM extends help for Medical treatment, electric vehicle to student suffering from Pseudo Muscular Dystrophy","On CM’s instructions, OSD Vemula Srinivasulu spoke Mr. Rakesh’s family over phone and assured support from the government.",2025-02-20T11:43:19+00:00,https://www.thehindu.com/news/national/telangana/telangana-cm-extends-help-for-medical-treatment-electric-vehicle-to-student-suffering-from-pseudo-muscular-dystrophy/article69242068.ece,"Telangana CM extends help for Medical treatment, electric vehicle to student suffering from Pseudo Muscular Dystrophy. On CM’s instructions, OSD Vemula Srinivasulu spoke Mr. Rakesh’s family over phone and assured support from the government.",Neutral
Daily Quiz | On Election Commissioner of India,Gyanesh Kumar took charge as the 26th Chief Election Commissioner of India. Here is a quiz on the regulators of the democratic process.  ,2025-02-20T11:30:00+00:00,https://www.thehindu.com/news/national/dail-quiz-on-election-commissioner-of-india-february-20-2025/article69241885.ece,Daily Quiz | On Election Commissioner of India. Gyanesh Kumar took charge as the 26th Chief Election Commissioner of India. Here is a quiz on the regulators of the democratic process.  ,Neutral
DMK govt. has created environment enabling girls to lodge complaints against sexual crimes: Law Minister,"The students feel emboldened to lodge complaints and are confident that the DMK government and Chief Minister M.K. Stalin will stand with them, S. Regupathy said",2025-02-20T11:29:02+00:00,https://www.thehindu.com/news/cities/Tiruchirapalli/dmk-govt-has-created-environment-enabling-girls-to-lodge-complaints-against-sexual-crimes-law-minister/article69242054.ece,"DMK govt. has created environment enabling girls to lodge complaints against sexual crimes: Law Minister. The students feel emboldened to lodge complaints and are confident that the DMK government and Chief Minister M.K. Stalin will stand with them, S. Regupathy said",Left-wing
'Trying to get somebody else elected': Trump on Biden admin's decision to allocate $21 million to India for 'voter turnout',His remarks came after the Department of Government Efficiency (DOGE) led by Elon Musk disclosed that USAID contributed $21 million to the Election Commission to boost voter turnout in India,2025-02-20T10:32:54+00:00,https://www.thehindu.com/news/national/trying-to-get-somebody-else-elected-trump-on-biden-admins-decision-to-allocate-21-million-to-india-for-voter-turnout/article69242260.ece,'Trying to get somebody else elected': Trump on Biden admin's decision to allocate $21 million to India for 'voter turnout'. His remarks came after the Department of Government Efficiency (DOGE) led by Elon Musk disclosed that USAID contributed $21 million to the Election Commission to boost voter turnout in India,Right-wing
Newly appointed CEC Gyanesh Kumar calls on President Murmu,"Mr. Kumar on Wednesday (February 20, 2025) took over as the 26th Chief Election Commissioner",2025-02-20T10:06:34+00:00,https://www.thehindu.com/news/national/newly-appointed-cec-gyanesh-kumar-calls-on-president-murmu/article69242180.ece,"Newly appointed CEC Gyanesh Kumar calls on President Murmu. Mr. Kumar on Wednesday (February 20, 2025) took over as the 26th Chief Election Commissioner",Neutral
&#039;Arvind Kejriwal wants to tune into Mann ki Baat...&#039;: IIT Kanpur question goes viral,"A question from an IIT Kanpur exam paper has social media in splits for blending politics, engineering and a touch of humour.",2025-02-20T09:25:10+00:00,https://www.businesstoday.in/latest/trends/story/arvind-kejriwal-wants-to-tune-into-the-mann-ki-baat-iit-kanpur-question-goes-viral-465319-2025-02-20?utm_source=rssfeed,"&#039;Arvind Kejriwal wants to tune into Mann ki Baat...&#039;: IIT Kanpur question goes viral. A question from an IIT Kanpur exam paper has social media in splits for blending politics, engineering and a touch of humour.",Right-wing
"From April, government to release monthly PLFS data, survey on private capex","The index of industrial production number will now be released on the 28th of every month capturing data for the previous month. At present, IIP numbers are released on the 12th of every month, reflecting the data for two months before that.",2025-02-20T08:37:37+00:00,https://www.businesstoday.in/latest/economy/story/from-april-government-to-release-monthly-plfs-data-survey-on-private-capex-465311-2025-02-20?utm_source=rssfeed,"From April, government to release monthly PLFS data, survey on private capex. The index of industrial production number will now be released on the 28th of every month capturing data for the previous month. At present, IIP numbers are released on the 12th of every month, reflecting the data for two months before that.",Neutral
Indian deportees from U.S. arrive in Panama,The group of Indians is part of a larger group of 299 migrants sent to Panama by the U.S. government; three batches comprising a total of 332 Indians have already been sent back to India from the U.S.,2025-02-20T08:23:49+00:00,https://www.thehindu.com/news/national/indian-deportees-from-us-arrive-in-panama/article69241925.ece,Indian deportees from U.S. arrive in Panama. The group of Indians is part of a larger group of 299 migrants sent to Panama by the U.S. government; three batches comprising a total of 332 Indians have already been sent back to India from the U.S.,Neutral
Delhi&#039;s Mahila Samman Yojana: Delhi woman residents scheduled to get their first instalment by this date; check details,"Previously, the AAP government introduced the Mahila Samman Yojana, providing Rs 1,000 monthly to eligible women over 18 years old, with a future increase planned to Rs 2,100.",2025-02-20T08:12:52+00:00,https://www.businesstoday.in/personal-finance/news/story/delhis-mahila-samman-yojana-delhi-woman-residents-scheduled-to-get-their-first-instalment-by-this-date-check-details-465304-2025-02-20?utm_source=rssfeed,"Delhi&#039;s Mahila Samman Yojana: Delhi woman residents scheduled to get their first instalment by this date; check details. Previously, the AAP government introduced the Mahila Samman Yojana, providing Rs 1,000 monthly to eligible women over 18 years old, with a future increase planned to Rs 2,100.",Right-wing
CM Stalin seeks PM Modi’s intervention in release of Samagra Shiksha funds due to T.N.,"The two-language policy is non-negotiable for our State and our people, says Mr. Stalin",2025-02-20T07:23:40+00:00,https://www.thehindu.com/news/national/tamil-nadu/cm-stalin-seeks-pm-modis-intervention-in-release-of-samagra-shiksha-funds-due-to-tn/article69241569.ece,"CM Stalin seeks PM Modi’s intervention in release of Samagra Shiksha funds due to T.N.. The two-language policy is non-negotiable for our State and our people, says Mr. Stalin",Left-wing
Rekha Gupta takes oath as Delhi Chief Minister,Rekha Gupta the fourth woman to head Delhi government takes oath as Delhi Chief Minister at Ramlila Ground,2025-02-20T07:17:51+00:00,https://www.thehindu.com/elections/delhi-assembly/rekha-gupta-takes-oath-as-delhi-chief-minister/article69241758.ece,Rekha Gupta takes oath as Delhi Chief Minister. Rekha Gupta the fourth woman to head Delhi government takes oath as Delhi Chief Minister at Ramlila Ground,Right-wing
PMO expedites work on deregulation commission; likely to be launched by mid-April,Multiple meetings have taken place to shape the commission’s strategy; it will be composed of policy experts and some key bureaucrats.,2025-02-20T06:33:33+00:00,https://www.businesstoday.in/latest/economy/story/pmo-expedites-work-on-deregulation-commission-likely-to-be-launched-by-mid-april-465286-2025-02-20?utm_source=rssfeed,PMO expedites work on deregulation commission; likely to be launched by mid-April. Multiple meetings have taken place to shape the commission’s strategy; it will be composed of policy experts and some key bureaucrats.,Neutral
Uttarakhand approves stricter land law to govern deals by outsiders,"The land law amendment bill is expected to be tabled in the ongoing Budget session, which is set to conclude on February 24",2025-02-20T06:17:55+00:00,https://www.thehindu.com/news/national/uttarakhand/uttarakhand-approves-stricter-land-law-to-govern-deals-by-outsiders/article69238872.ece,"Uttarakhand approves stricter land law to govern deals by outsiders. The land law amendment bill is expected to be tabled in the ongoing Budget session, which is set to conclude on February 24",Right-wing
"Zuckerberg’s charity ends diversity, equity, and inclusion programs amid policy shift","The decision follows a similar move by Meta, Zuckerberg’s tech giant, which recently shut down its DEI programs.",2025-02-20T05:51:09+00:00,https://www.businesstoday.in/technology/news/story/zuckerbergs-charity-ends-diversity-equity-and-inclusion-programs-amid-policy-shift-465281-2025-02-20?utm_source=rssfeed,"Zuckerberg’s charity ends diversity, equity, and inclusion programs amid policy shift. The decision follows a similar move by Meta, Zuckerberg’s tech giant, which recently shut down its DEI programs.",Neutral
"This nation may become new address of illegal immigrants, its not in Europe, Canada, Mexico, the name is…",The first group of US deportees will arrive in Costa Rica on Wednesday on a commercial plane from where they will be taken to a temporary migrant care center near the Panama border. Costa Rica clarified that the cost of the process will be borne entirely by the US government under the supervision of the International Organization for Migration.,2025-02-20T05:35:26+00:00,https://www.india.com/news/this-nation-may-become-new-address-of-illegal-immigrants-its-not-in-europe-canada-mexico-the-name-is-7628063/,"This nation may become new address of illegal immigrants, its not in Europe, Canada, Mexico, the name is…. The first group of US deportees will arrive in Costa Rica on Wednesday on a commercial plane from where they will be taken to a temporary migrant care center near the Panama border. Costa Rica clarified that the cost of the process will be borne entirely by the US government under the supervision of the International Organization for Migration.",Neutral
Supreme Court stays Lokpal’s order that it has jurisdiction over High Court judges,"The Supreme Court also issued a notice to the Union government and sought the assistance of Solicitor General Tushar Mehta, senior advocates Kapil Sibal and P.B. Suresh",2025-02-20T05:30:08+00:00,https://www.thehindu.com/news/national/supreme-court-stays-lokpals-order-that-it-has-jurisdiction-over-high-court-judges/article69241461.ece,"Supreme Court stays Lokpal’s order that it has jurisdiction over High Court judges. The Supreme Court also issued a notice to the Union government and sought the assistance of Solicitor General Tushar Mehta, senior advocates Kapil Sibal and P.B. Suresh",Neutral
Andhra Pradesh HRD Minister Lokesh bats for efficient practices to bring devotees closer to temples,"The State government’s recent initiative to bring darshan and allied services within the reach of the public on WhatsApp is a step in that direction, he avers",2025-02-19T22:16:41+00:00,https://www.thehindu.com/news/national/andhra-pradesh/andhra-pradesh-hrd-minister-lokesh-bats-for-efficient-practices-to-bring-devotees-closer-to-temples/article69238997.ece,"Andhra Pradesh HRD Minister Lokesh bats for efficient practices to bring devotees closer to temples. The State government’s recent initiative to bring darshan and allied services within the reach of the public on WhatsApp is a step in that direction, he avers",Neutral
Rekha Gupta to take oath as Delhi’s ninth CM today,"Modi, Shah, CMs of NDA-ruled States to attend swearing-in ceremony; Kejriwal, Atishi, Chandrababu Naidu, Bhagwat and women beneficiaries of schemes from States governed by BJP among invitees",2025-02-19T20:17:39+00:00,https://www.thehindu.com/news/cities/Delhi/rekha-gupta-to-take-oath-as-delhis-ninth-cm-today/article69239971.ece,"Rekha Gupta to take oath as Delhi’s ninth CM today. Modi, Shah, CMs of NDA-ruled States to attend swearing-in ceremony; Kejriwal, Atishi, Chandrababu Naidu, Bhagwat and women beneficiaries of schemes from States governed by BJP among invitees",Right-wing
Central government’s web portal presents misleading picture about ration cards in use in Tamil Nadu,Central government’s web portal presents misleading picture about ration cards in use in Tamil Nadu,2025-02-19T19:18:19+00:00,https://www.thehindu.com/news/national/tamil-nadu/central-governments-web-portal-presents-misleading-picture-about-ration-cards-in-use-in-tamil-nadu/article69237642.ece,Central government’s web portal presents misleading picture about ration cards in use in Tamil Nadu. Central government’s web portal presents misleading picture about ration cards in use in Tamil Nadu,Left-wing
Uttar Pradesh government to deliver Sangam water to prisoners in jails,‘The holy water from the Sangam will be taken to all the jails and mixed with regular water and stored in a small tank within the jail premises. All the prisoners will bathe in the water after prayers’,2025-02-19T17:41:58+00:00,https://www.thehindu.com/news/national/uttar-pradesh/uttar-pradesh-government-to-deliver-sangam-water-to-prisoners-in-jails/article69239121.ece,Uttar Pradesh government to deliver Sangam water to prisoners in jails. ‘The holy water from the Sangam will be taken to all the jails and mixed with regular water and stored in a small tank within the jail premises. All the prisoners will bathe in the water after prayers’,Right-wing
Maha Kumbh 2025: NGT pulls up U.P. pollution board for inadequate info on high faecal coliform bacteria levels,"U.P. government not challenging CPCB findings on high faecal coliform in the Ganga and Yamuna at Prayagraj, says additional Advocate General; U.P.’s reports to NGT only had water samples from before Kumbh",2025-02-19T17:27:27+00:00,https://www.thehindu.com/news/national/maha-kumbh-2025-ngt-pulls-up-up-pollution-board-for-inadequate-info-on-high-faecal-coliform-bacteria-levels/article69239797.ece,"Maha Kumbh 2025: NGT pulls up U.P. pollution board for inadequate info on high faecal coliform bacteria levels. U.P. government not challenging CPCB findings on high faecal coliform in the Ganga and Yamuna at Prayagraj, says additional Advocate General; U.P.’s reports to NGT only had water samples from before Kumbh",Left-wing
Kharge tells Congress office-bearers they will be held accountable for future election results,"Addressing All India Congress Committee (AICC) general secretaries and in-charges, party chief lays stress on strengthening the organisation",2025-02-19T16:53:14+00:00,https://www.thehindu.com/news/national/kharge-tells-congress-office-bearers-they-will-be-held-accountable-for-future-election-results/article69238956.ece,"Kharge tells Congress office-bearers they will be held accountable for future election results. Addressing All India Congress Committee (AICC) general secretaries and in-charges, party chief lays stress on strengthening the organisation",Left-wing
Who is Rekha Gupta — Delhi’s new Chief Minister?,"Rekha Gupta, MLA-elect from Shalimar Bagh, will succeed Aam Aadmi Party’s Atishi as the city’s fourth woman Chief Minister.",2025-02-19T15:09:30+00:00,https://www.thehindu.com/elections/delhi-assembly/rekha-gupta-delhi-new-chief-minister/article69239166.ece,"Who is Rekha Gupta — Delhi’s new Chief Minister?. Rekha Gupta, MLA-elect from Shalimar Bagh, will succeed Aam Aadmi Party’s Atishi as the city’s fourth woman Chief Minister.",Right-wing
Karnataka High Court condemns revenue official for not entering civil court’s injunction order in land records  ,Directs State government to issue instructions to all Revenue Department officials to ensure entry of court’s injunction orders in ‘other rights’ column of land records,2025-02-19T15:04:55+00:00,https://www.thehindu.com/news/national/karnataka/karnataka-high-court-condemns-revenue-official-for-not-entering-civil-courts-injunction-order-in-land-records/article69238526.ece,Karnataka High Court condemns revenue official for not entering civil court’s injunction order in land records  . Directs State government to issue instructions to all Revenue Department officials to ensure entry of court’s injunction orders in ‘other rights’ column of land records,Neutral
"Government will promote natural farming in a big way, says Andhra Pradesh Chief Minister Chandrababu Naidu","People’s food habits are changing, with increased focus on health, he tells representatives of Pegasus Capital Advisors and Producers Trust; in future, food product certification and traceability will become key, he adds",2025-02-19T14:54:29+00:00,https://www.thehindu.com/news/national/andhra-pradesh/government-will-promote-natural-farming-in-a-big-way-says-andhra-pradesh-chief-minister-chandrababu-naidu/article69238295.ece,"Government will promote natural farming in a big way, says Andhra Pradesh Chief Minister Chandrababu Naidu. People’s food habits are changing, with increased focus on health, he tells representatives of Pegasus Capital Advisors and Producers Trust; in future, food product certification and traceability will become key, he adds",Neutral
"Lack of clarity in trilingual policy has led to stand-off between Centre, State, says Puthiya Tamilagam leader","Lack of clarity in trilingual policy has led to stand-off between Centre, State, says Puthiya Tamilagam leader",2025-02-19T14:52:01+00:00,https://www.thehindu.com/news/cities/Madurai/lack-of-clarity-in-trilingual-policy-has-led-to-stand-off-between-centre-state-says-puthiya-tamilagam-leader/article69238992.ece,"Lack of clarity in trilingual policy has led to stand-off between Centre, State, says Puthiya Tamilagam leader. Lack of clarity in trilingual policy has led to stand-off between Centre, State, says Puthiya Tamilagam leader",Neutral
"Rekha Gupta to be the next Chief Minister of Delhi, oath taking ceremony tomorrow at Ramlila Maidan","The party formed the government in Delhi after defeating the Aam Aadmi Party in the recent assembly elections, securing 48 out of 70 seats.",2025-02-19T14:40:35+00:00,https://www.india.com/news/india/kapil-mishra-vijendra-chief-minister-of-delhi-narendra-modi-amit-shah-jp-nadda-ravishankar-prasad-parvesh-verma-bansuri-swaraj-manoj-tiwari-rajnath-singh-yogi-adityanath-himanta-biswa-sarma-7627121/,"Rekha Gupta to be the next Chief Minister of Delhi, oath taking ceremony tomorrow at Ramlila Maidan. The party formed the government in Delhi after defeating the Aam Aadmi Party in the recent assembly elections, securing 48 out of 70 seats.",Right-wing
State to construct service lanes on city-stretch of Tiruchi-Thanjavur NH,Madurai Bench of Madras High Court asks government to report progress every six weeks,2025-02-19T14:26:44+00:00,https://www.thehindu.com/news/cities/Tiruchirapalli/state-to-construct-service-lanes-on-city-stretch-of-tiruchi-thanjavur-nh/article69238972.ece,State to construct service lanes on city-stretch of Tiruchi-Thanjavur NH. Madurai Bench of Madras High Court asks government to report progress every six weeks,Neutral
"Specially packed fine rice for mid-day meal scheme from next academic year, says Andhra Pradesh Civil Supplies Minister Manohar ","In the last eight months, the NDA government in the State has procured 32 lakh tonnes of paddy from 5.21 lakh farmers and released ₹7,522 crore, he says",2025-02-19T12:39:39+00:00,https://www.thehindu.com/news/national/andhra-pradesh/specially-packed-fine-rice-for-mid-day-meal-scheme-from-next-academic-year-says-andhra-pradesh-civil-supplies-minister-manohar/article69238128.ece,"Specially packed fine rice for mid-day meal scheme from next academic year, says Andhra Pradesh Civil Supplies Minister Manohar . In the last eight months, the NDA government in the State has procured 32 lakh tonnes of paddy from 5.21 lakh farmers and released ₹7,522 crore, he says",Neutral
"Top news of the day: Supreme Court defers hearing on Election Commissioners appointment law; Trump doubles down on ‘not sparing’ India from reciprocal tariffs, and more","The major news headlines of the day, and more.",2025-02-19T12:04:54+00:00,https://www.thehindu.com/news/top-news-of-the-day-february-19-2025/article69237842.ece,"Top news of the day: Supreme Court defers hearing on Election Commissioners appointment law; Trump doubles down on ‘not sparing’ India from reciprocal tariffs, and more. The major news headlines of the day, and more.",Right-wing
"Superstar Manoj Kumar’s films were banned because…, took the PM to court and then…",Do you know that his film Shor was banned after a disagreement with the Indira Gandhi government? Read full details here.,2025-02-19T11:32:51+00:00,https://www.india.com/entertainment/superstar-manoj-kumars-films-were-banned-because-took-the-pm-to-court-and-then-7626643/,"Superstar Manoj Kumar’s films were banned because…, took the PM to court and then…. Do you know that his film Shor was banned after a disagreement with the Indira Gandhi government? Read full details here.",Right-wing
"‘Government of Karnataka releases Bhagyalakshmi amount only ahead of elections’, alleges Nikhil Kumaraswamy","Janata Dal (Secular) party’s youth wing president met party legislators and leaders from Hassan, Shivamogga and Chikkamagaluru districts to prepare the workers for the local body elections",2025-02-19T11:22:28+00:00,https://www.thehindu.com/news/national/karnataka/government-of-karnataka-releases-bhagyalakshmi-amount-only-ahead-of-elections-alleges-nikhil-kumaraswamy/article69237950.ece,"‘Government of Karnataka releases Bhagyalakshmi amount only ahead of elections’, alleges Nikhil Kumaraswamy. Janata Dal (Secular) party’s youth wing president met party legislators and leaders from Hassan, Shivamogga and Chikkamagaluru districts to prepare the workers for the local body elections",Neutral
"Tesla officials to visit in April to further India entry, meet govt officials","To take advantage of lower import duties and government incentives, Tesla will have to apply for the Scheme for Promotion of Manufacturing of Electric Passenger Cars in India (SPMEPCI).",2025-02-19T10:22:56+00:00,https://www.businesstoday.in/auto/story/tesla-officials-to-visit-in-april-to-further-india-entry-meet-govt-officials-465206-2025-02-19?utm_source=rssfeed,"Tesla officials to visit in April to further India entry, meet govt officials. To take advantage of lower import duties and government incentives, Tesla will have to apply for the Scheme for Promotion of Manufacturing of Electric Passenger Cars in India (SPMEPCI).",Neutral
"Bad news for TCS employees! Ratan Tata’s company bans…, further tightens its…",TCS’s with its updated policy focus on setting new benchmarks in the Indian IT sector.,2025-02-19T08:20:49+00:00,https://www.india.com/business/bad-news-for-tcs-employees-ratan-tatas-company-bans-bulk-uploads-further-tightens-its-work-policy-7626124/,"Bad news for TCS employees! Ratan Tata’s company bans…, further tightens its…. TCS’s with its updated policy focus on setting new benchmarks in the Indian IT sector.",Neutral
Will Delhi CM’s name be finalised today? BJP’s big meet to put stamp on…,"Delhi CM's name: The party formed the government in Delhi after defeating the Aam Aadmi Party in the recent assembly elections, securing 48 out of 70 seats.",2025-02-19T06:56:34+00:00,https://www.india.com/news/india/who-will-be-delhi-cm-after-assembly-elections-win-bjp-legislative-meet-today-7625819/,"Will Delhi CM’s name be finalised today? BJP’s big meet to put stamp on…. Delhi CM's name: The party formed the government in Delhi after defeating the Aam Aadmi Party in the recent assembly elections, securing 48 out of 70 seats.",Right-wing
"Play golf elsewhere; spare Guindy property for water storage, Madras High Court tells Gymkhana Club members","Tamil Nadu government says, it has already dug four new seven-metre-deep ponds on the property for preventing inundation in Velachery and other contiguous localities during heavy rain",2025-02-18T19:38:44+00:00,https://www.thehindu.com/news/national/tamil-nadu/play-golf-elsewhere-spare-guindy-property-for-water-storage-madras-high-court-tells-gymkhana-club-members/article69234845.ece,"Play golf elsewhere; spare Guindy property for water storage, Madras High Court tells Gymkhana Club members. Tamil Nadu government says, it has already dug four new seven-metre-deep ponds on the property for preventing inundation in Velachery and other contiguous localities during heavy rain",Neutral
BJP MLC criticises State government for proposing to close down universities,BJP MLC criticises State government for proposing to close down universities,2025-02-18T17:52:05+00:00,https://www.thehindu.com/news/national/karnataka/bjp-mlc-criticises-state-governments-proposal-to-close-down-universities/article69234608.ece,BJP MLC criticises State government for proposing to close down universities. BJP MLC criticises State government for proposing to close down universities,Right-wing
Toll collection in Karnataka hit five-year high in 2023-24,"The Union government collected over ₹13,700 crore in toll fees over five years from Karnataka",2025-02-18T17:12:59+00:00,https://www.thehindu.com/news/national/karnataka/toll-collection-in-karnataka-hit-five-year-high-in-2023-24/article69234253.ece,"Toll collection in Karnataka hit five-year high in 2023-24. The Union government collected over ₹13,700 crore in toll fees over five years from Karnataka",Left-wing
Gyanesh Kumar to take charge as 26th Chief Election Commissioner on February 19,Gyanesh Kumar took over as an Election Commissioner in March 2024 and his term as CEC will end in January 2029,2025-02-18T17:06:46+00:00,https://www.thehindu.com/news/national/gyanesh-kumar-to-take-charge-as-26th-chief-election-commissioner-on-february-19/article69234189.ece,Gyanesh Kumar to take charge as 26th Chief Election Commissioner on February 19. Gyanesh Kumar took over as an Election Commissioner in March 2024 and his term as CEC will end in January 2029,Neutral
Centre revamps websites to ‘harmonise its digital footprint’; creating multilingual AI hub for scheme outreach,"MeitY releases Digital Brand Identity Manual to create a “cohesive, compelling brand presence” for the government; I&B Ministry develops AI hub to disseminate information on government schemes nationwide",2025-02-18T16:51:58+00:00,https://www.thehindu.com/sci-tech/technology/centre-revamps-websites-to-harmonise-its-digital-footprint-creating-multilingual-ai-hub-for-scheme-outreach/article69235010.ece,"Centre revamps websites to ‘harmonise its digital footprint’; creating multilingual AI hub for scheme outreach. MeitY releases Digital Brand Identity Manual to create a “cohesive, compelling brand presence” for the government; I&B Ministry develops AI hub to disseminate information on government schemes nationwide",Neutral
The Hindu roundtable on growth strategies for Thiruvananthapuram on February 20,Local self-government minister MB Rajesh to inaugurate the event featuring a wide array of personalities,2025-02-18T16:51:48+00:00,https://www.thehindu.com/news/national/kerala/the-hindu-roundtable-on-growth-strategies-for-thiruvananthapuram-on-february-20/article69235033.ece,The Hindu roundtable on growth strategies for Thiruvananthapuram on February 20. Local self-government minister MB Rajesh to inaugurate the event featuring a wide array of personalities,Neutral
European leaders differ on peacekeeping in post-war Ukraine,"Mr. Scholz , who faces an election on February 23, said on social media site X that acting together and sharing risks underpinned NATO",2025-02-18T15:56:37+00:00,https://www.thehindu.com/news/international/european-leaders-differ-on-peacekeeping-in-post-war-ukraine/article69234864.ece,"European leaders differ on peacekeeping in post-war Ukraine. Mr. Scholz , who faces an election on February 23, said on social media site X that acting together and sharing risks underpinned NATO",Neutral
Fire and Rescue Services station to come up at Panjapur,The Corporation is expected to hand over the land to the Tamil Nadu Fire and Rescue Services soon and a proposal will be forwarded to the State government later,2025-02-18T12:59:07+00:00,https://www.thehindu.com/news/cities/Tiruchirapalli/fire-and-rescue-services-station-to-come-up-at-panjapur/article69233999.ece,Fire and Rescue Services station to come up at Panjapur. The Corporation is expected to hand over the land to the Tamil Nadu Fire and Rescue Services soon and a proposal will be forwarded to the State government later,Neutral
Voters for MLC elections urged to vote with caution,Bapatla District Collector released pamphlet on corrrect method of marking preference votes,2025-02-18T11:04:14+00:00,https://www.thehindu.com/news/national/andhra-pradesh/voters-for-mlc-elections-urged-to-vote-with-caution/article69233507.ece,Voters for MLC elections urged to vote with caution. Bapatla District Collector released pamphlet on corrrect method of marking preference votes,Neutral
Telangana to have new digital security policy and Cyber Defence Centre,Telangana IT Minister stressed India must now focus on manufacturing cybersecurity technologies,2025-02-18T09:17:11+00:00,https://www.thehindu.com/news/national/telangana/telangana-to-have-new-digital-security-policy-and-cyber-defence-centre/article69233176.ece,Telangana to have new digital security policy and Cyber Defence Centre. Telangana IT Minister stressed India must now focus on manufacturing cybersecurity technologies,Neutral
'Accusations or unparliamentary conduct cannot solve problems': U.P. CM Adityanath,The Chief Minister assured that the government is fully prepared to respond factually to any issue the opposition raises.,2025-02-18T07:03:41+00:00,https://www.thehindu.com/news/national/uttar-pradesh/accusations-or-unparliamentary-conduct-cannot-solve-problems-up-cm-adityanath/article69232916.ece,'Accusations or unparliamentary conduct cannot solve problems': U.P. CM Adityanath. The Chief Minister assured that the government is fully prepared to respond factually to any issue the opposition raises.,Neutral
Schools around the U.S. confront anxiety over Trump’s actions on immigration,President Donald Trump’s immigration policies already are affecting schools across the country,2025-02-18T06:41:53+00:00,https://www.thehindu.com/news/international/schools-around-the-us-confront-anxiety-over-trumps-actions-on-immigration/article69232814.ece,Schools around the U.S. confront anxiety over Trump’s actions on immigration. President Donald Trump’s immigration policies already are affecting schools across the country,Right-wing
"Who is Vivek Joshi, the new Election Commissioner","Mr. Joshi previously served as secretary, personnel in Govt of India, and as Registrar General & Census Commissioner of India in the Ministry of Home Affairs",2025-02-18T06:17:06+00:00,https://www.thehindu.com/news/national/who-is-vivek-joshi-the-new-election-commissioner/article69232768.ece,"Who is Vivek Joshi, the new Election Commissioner. Mr. Joshi previously served as secretary, personnel in Govt of India, and as Registrar General & Census Commissioner of India in the Ministry of Home Affairs",Neutral
